2023-03-06 02:20:21+00:00,"{'username': 'jmcafferata', 'id': 5657923754, 'first_name': 'J. M.', 'language_code': 'en', 'is_bot': False}",Hola
2023-03-06 02:21:38+00:00,jmcafferata,Holaa
2023-03-09 02:36:33+00:00,jmcafferata,Whatsapp
